customer_id,ref_no,purpose,gender,region,education,age,location,account_date_opened,marital_status,branch_code,religion,salaried
128340022,685302022,NEW,MALE,W,NONE,61,RURAL,39001,0,IDBI_10,Hindu,1
128340023,685302023,NEW,MALE,S,GRADUATE,66,URBAN,43243,1,IDBI_48,Muslim,1
128340024,685302024,NEW,MALE,E,SECONDARY,31,URBAN,42822,0,IDBI_48,Hindu,1
128340025,685302025,NEW,FEMALE,E,PRIMARY,32,RURAL,38142,0,IDBI_96,Hindu,1
128340026,685302026,NEW,FEMALE,W,PRIMARY,62,URBAN,41523,1,IDBI_49,Hindu,1
128340027,685302027,ENH,MALE,S,NONE,34,RURAL,43157,1,IDBI_24,Hindu,0
128340028,685302028,ENH,MALE,E,NONE,68,RURAL,38226,0,IDBI_75,Muslim,0
128340029,685302029,ENH,FEMALE,N,SECONDARY,31,URBAN,41862,1,IDBI_93,Hindu,0
128340030,685302030,ENH,FEMALE,W,PRIMARY,61,URBAN,40460,1,IDBI_93,Hindu,1
128342676,685302031,NEW,MALE,N,NONE,66,RURAL,43390,1,IDBI_34,Hindu,1
128340032,685302032,ENH,MALE,S,SECONDARY,38,RURAL,38015,0,IDBI_34,Hindu,1
128340033,685302033,NEW,FEMALE,W,0,38,URBAN,39564,0,IDBI_36,Hindu,1
128340034,685302034,NEW,FEMALE,N,PRIMARY,27,URBAN,41727,0,IDBI_36,Hindu,1
128340035,685302035,ENH,MALE,S,PRIMARY,64,URBAN,38638,1,IDBI_81,Muslim,1
128340036,685302036,NEW,MALE,W,GRADUATE,67,URBAN,40912,1,IDBI_81,Hindu,0
128340037,685302037,NEW,MALE,S,GRADUATE,34,RURAL,43289,1,IDBI_9,Hindu,1
128340038,685302038,ENH,FEMALE,N,PRIMARY,50,URBAN,40321,0,IDBI_40,Hindu,1
128340039,685302039,NEW,FEMALE,E,0,58,URBAN,38751,1,IDBI_40,Hindu,0
128340040,685302040,ENH,FEMALE,N,PRIMARY,49,URBAN,38539,0,IDBI_20,Hindu,0
128340041,685302041,NEW,MALE,E,GRADUATE,47,URBAN,40609,0,IDBI_20,Hindu,0
128340042,685302042,NEW,FEMALE,S,GRADUATE,40,RURAL,39036,1,IDBI_4,Hindu,1
128340043,685302043,ENH,FEMALE,E,PRIMARY,63,RURAL,40039,0,IDBI_4,Muslim,1
128340044,685302044,ENH,MALE,S,PRIMARY,35,RURAL,41079,1,IDBI_30,Hindu,1
128340045,685302045,ENH,MALE,W,PRIMARY,55,RURAL,39061,1,IDBI_76,Hindu,1
128340046,685302046,ENH,FEMALE,S,GRADUATE,36,RURAL,43247,1,IDBI_76,Hindu,0
128340047,685302047,ENH,FEMALE,S,SECONDARY,33,RURAL,43280,0,IDBI_89,Hindu,1
128340048,685302048,NEW,MALE,N,SECONDARY,40,RURAL,39634,0,IDBI_89,Hindu,0
128340049,685302049,NEW,FEMALE,W,NONE,39,RURAL,42463,1,IDBI_91,Hindu,1
128340050,685302050,NEW,FEMALE,E,PRIMARY,36,RURAL,39458,1,IDBI_54,Hindu,0
128340051,685302051,NEW,MALE,W,NONE,32,RURAL,42540,1,IDBI_54,Hindu,1
128340052,685302052,NEW,FEMALE,N,GRADUATE,59,URBAN,38682,1,IDBI_16,Hindu,0
128340053,685302053,NEW,FEMALE,W,GRADUATE,42,URBAN,41541,1,IDBI_16,Hindu,0
128340054,685302054,ENH,FEMALE,W,NONE,28,URBAN,40882,1,IDBI_60,Hindu,0
128340055,685302055,ENH,MALE,S,GRADUATE,64,RURAL,38975,1,IDBI_89,Hindu,0
128340056,685302056,ENH,MALE,W,SECONDARY,56,RURAL,40333,1,IDBI_44,Hindu,1
128340057,685302057,NEW,MALE,E,SECONDARY,62,RURAL,39029,0,IDBI_13,Hindu,1
128340058,685302058,ENH,MALE,S,GRADUATE,63,RURAL,43260,1,IDBI_92,Muslim,1
128340059,685302059,ENH,MALE,N,GRADUATE,46,URBAN,38324,1,IDBI_88,Hindu,1
128340060,685302060,NEW,MALE,S,PRIMARY,67,RURAL,41622,0,IDBI_39,Muslim,0
128340061,685302061,ENH,FEMALE,W,PRIMARY,59,RURAL,40429,0,IDBI_39,Hindu,0
128340062,685302062,NEW,FEMALE,E,NONE,56,RURAL,43201,0,IDBI_36,Hindu,1
128340063,685302063,NEW,FEMALE,S,NONE,63,URBAN,39621,0,IDBI_60,Hindu,1
128340064,685302064,ENH,MALE,S,GRADUATE,40,URBAN,38800,0,IDBI_60,Hindu,1
128340065,685302065,NEW,FEMALE,E,SECONDARY,38,URBAN,39530,0,IDBI_43,Muslim,1
128340066,685302066,ENH,MALE,W,SECONDARY,29,RURAL,39434,0,IDBI_13,Muslim,0
128340067,685302067,ENH,FEMALE,W,PRIMARY,62,RURAL,39377,0,IDBI_13,Hindu,1
128340068,685302068,ENH,FEMALE,N,SECONDARY,53,RURAL,39791,1,IDBI_31,Muslim,1
128340069,685302069,ENH,MALE,E,NONE,44,URBAN,41744,1,IDBI_68,Hindu,1
128340070,685302070,NEW,MALE,S,SECONDARY,32,URBAN,39335,1,IDBI_68,Hindu,0
128340071,685302071,ENH,FEMALE,W,PRIMARY,41,URBAN,39323,1,IDBI_52,Muslim,1
128340072,685302072,ENH,FEMALE,N,NONE,37,URBAN,42916,0,IDBI_100,Hindu,1
128340073,685302073,NEW,MALE,W,SECONDARY,40,URBAN,41110,0,IDBI_100,Hindu,1
128340074,685302074,NEW,MALE,S,PRIMARY,61,RURAL,40295,1,IDBI_40,Muslim,0
128340075,685302075,NEW,FEMALE,N,SECONDARY,61,RURAL,38698,0,IDBI_29,Hindu,1
128340076,685302076,ENH,MALE,N,SECONDARY,27,RURAL,38067,1,IDBI_29,Hindu,1
128340077,685302077,NEW,MALE,N,NONE,36,RURAL,42262,1,IDBI_48,Hindu,1
128340078,685302078,ENH,MALE,S,SECONDARY,56,RURAL,43313,0,IDBI_48,Hindu,0
128340079,685302079,ENH,FEMALE,W,PRIMARY,59,RURAL,42429,1,IDBI_1,Hindu,1
128340080,685302080,NEW,FEMALE,S,PRIMARY,65,RURAL,41712,0,IDBI_8,Muslim,1
128340081,685302081,NEW,MALE,E,PRIMARY,32,RURAL,38355,0,IDBI_8,Hindu,0
128340082,685302082,NEW,MALE,W,PRIMARY,34,RURAL,42915,0,IDBI_70,Hindu,1
128340083,685302083,ENH,FEMALE,N,SECONDARY,57,RURAL,38592,1,IDBI_73,Hindu,0
128340084,685302084,NEW,MALE,W,SECONDARY,48,RURAL,39150,1,IDBI_73,Muslim,0
128340085,685302085,ENH,MALE,N,PRIMARY,67,RURAL,43421,0,IDBI_81,Hindu,0
128340086,685302086,NEW,MALE,S,NONE,30,RURAL,42767,0,IDBI_81,Hindu,0
128340087,685302087,ENH,FEMALE,S,PRIMARY,54,RURAL,38187,0,IDBI_92,Muslim,1
128340088,685302088,NEW,FEMALE,W,SECONDARY,64,RURAL,41734,0,IDBI_56,Muslim,0
128340089,685302089,ENH,FEMALE,E,PRIMARY,49,RURAL,42503,0,IDBI_56,Hindu,0
128340090,685302090,ENH,FEMALE,W,SECONDARY,29,RURAL,39357,0,IDBI_36,Hindu,1
128340091,685302091,ENH,MALE,W,GRADUATE,28,RURAL,41617,1,IDBI_82,Hindu,1
128340092,685302092,ENH,MALE,W,SECONDARY,56,RURAL,38595,1,IDBI_82,Muslim,0
128340093,685302093,NEW,FEMALE,S,NONE,37,RURAL,40187,1,IDBI_58,Hindu,0
128340094,685302094,ENH,FEMALE,W,PRIMARY,64,RURAL,40540,1,IDBI_88,Hindu,0
128340095,685302095,ENH,MALE,E,0,61,RURAL,41511,1,IDBI_88,Hindu,1
128340096,685302096,NEW,FEMALE,W,GRADUATE,56,RURAL,41364,1,IDBI_29,Muslim,0
128348218,685302097,NEW,FEMALE,N,SECONDARY,41,RURAL,43158,1,IDBI_29,Hindu,1
128340098,685302098,ENH,MALE,W,NONE,60,RURAL,40138,0,IDBI_62,Hindu,0
128340099,685302099,ENH,MALE,E,SECONDARY,40,RURAL,42649,0,IDBI_62,Muslim,1
128340100,685302100,ENH,FEMALE,S,SECONDARY,67,RURAL,40029,0,IDBI_77,Muslim,1
128340101,685302101,NEW,FEMALE,S,SECONDARY,34,RURAL,39027,0,IDBI_88,Hindu,1
128340102,685302102,ENH,FEMALE,W,SECONDARY,30,RURAL,40186,1,IDBI_88,Muslim,1
128340103,685302103,NEW,MALE,E,SECONDARY,35,RURAL,42292,0,IDBI_39,Muslim,0
128340104,685302104,NEW,MALE,W,PRIMARY,59,RURAL,43353,1,IDBI_39,Hindu,1
128340105,685302105,NEW,MALE,N,GRADUATE,41,RURAL,41302,1,IDBI_60,Hindu,0
128340106,685302106,ENH,FEMALE,S,SECONDARY,49,RURAL,38676,0,IDBI_94,Hindu,1
128340107,685302107,NEW,FEMALE,W,GRADUATE,40,RURAL,43423,0,IDBI_94,Hindu,0
128340108,685302108,ENH,MALE,E,PRIMARY,40,RURAL,42701,0,IDBI_34,Hindu,0
128340109,685302109,NEW,MALE,E,PRIMARY,41,RURAL,38894,1,IDBI_34,Hindu,0
128340110,685302110,ENH,FEMALE,E,NONE,33,RURAL,38848,0,IDBI_81,Hindu,0
128340111,685302111,NEW,FEMALE,E,SECONDARY,65,RURAL,43229,1,IDBI_81,Hindu,1
128340112,685302112,ENH,MALE,N,0,37,URBAN,38530,0,IDBI_17,Hindu,0
128340113,685302113,ENH,FEMALE,S,NONE,39,URBAN,39983,0,IDBI_17,Hindu,1
128340114,685302114,ENH,FEMALE,S,PRIMARY,31,URBAN,40561,1,IDBI_52,Muslim,1
128340115,685302115,ENH,FEMALE,W,NONE,54,URBAN,39490,1,IDBI_52,Hindu,1
128340116,685302116,ENH,MALE,S,SECONDARY,30,RURAL,43416,1,IDBI_90,Hindu,1
128340117,685302117,ENH,FEMALE,S,SECONDARY,47,RURAL,40692,1,IDBI_58,Hindu,0
128340118,685302118,ENH,FEMALE,E,PRIMARY,54,RURAL,39517,1,IDBI_88,Hindu,0
128340119,685302119,ENH,FEMALE,S,NONE,56,URBAN,43250,0,IDBI_56,Hindu,0
128340120,685302120,NEW,MALE,S,PRIMARY,31,URBAN,39701,0,IDBI_29,Hindu,1
128340121,685302121,NEW,MALE,E,GRADUATE,28,URBAN,40667,0,IDBI_29,Hindu,0
128340122,685302122,ENH,MALE,S,SECONDARY,34,RURAL,43168,1,IDBI_77,Hindu,0
128340123,685302123,ENH,MALE,E,PRIMARY,38,URBAN,40886,0,IDBI_77,Hindu,0
128345329,685302124,NEW,FEMALE,S,GRADUATE,46,URBAN,42858,0,IDBI_77,Hindu,0
128340125,685302125,NEW,MALE,E,PRIMARY,31,URBAN,38321,0,IDBI_98,Hindu,1
128340126,685302126,ENH,MALE,W,GRADUATE,66,RURAL,41729,0,IDBI_65,Hindu,1
128340127,685302127,NEW,MALE,S,GRADUATE,67,RURAL,40687,1,IDBI_93,Hindu,0
128340128,685302128,NEW,MALE,N,GRADUATE,42,RURAL,40576,1,IDBI_44,Muslim,1
128340129,685302129,NEW,FEMALE,W,GRADUATE,62,RURAL,42791,0,IDBI_44,Hindu,1
128340130,685302130,ENH,FEMALE,S,NONE,66,RURAL,40928,1,IDBI_96,Hindu,0
128340131,685302131,NEW,FEMALE,E,NONE,56,RURAL,40957,0,IDBI_100,Hindu,1
128340132,685302132,NEW,FEMALE,N,SECONDARY,29,RURAL,40481,0,IDBI_6,Hindu,1
128340133,685302133,NEW,MALE,E,SECONDARY,47,URBAN,40155,0,IDBI_89,Muslim,1
128340134,685302134,NEW,MALE,E,NONE,43,URBAN,40783,0,IDBI_89,Hindu,1
128340135,685302135,ENH,MALE,W,PRIMARY,47,RURAL,43368,0,IDBI_100,Hindu,0
128340136,685302136,NEW,MALE,N,SECONDARY,50,URBAN,42997,0,IDBI_41,Muslim,0
128340137,685302137,NEW,FEMALE,E,GRADUATE,40,URBAN,42637,0,IDBI_41,Muslim,0
128340138,685302138,NEW,FEMALE,S,PRIMARY,60,RURAL,43104,1,IDBI_68,Hindu,1
128340139,685302139,NEW,MALE,N,SECONDARY,39,RURAL,38352,1,IDBI_68,Hindu,1
128340140,685302140,ENH,MALE,N,GRADUATE,52,RURAL,38648,1,IDBI_30,Hindu,0
128340141,685302141,ENH,FEMALE,E,PRIMARY,38,RURAL,42603,0,IDBI_65,Hindu,0
128340142,685302142,ENH,MALE,N,SECONDARY,51,RURAL,43415,1,IDBI_91,Hindu,1
128340143,685302143,ENH,FEMALE,W,NONE,59,RURAL,40381,1,IDBI_91,Muslim,1
128340144,685302144,NEW,MALE,W,GRADUATE,43,RURAL,40677,0,IDBI_28,Hindu,0
128340145,685302145,NEW,FEMALE,E,NONE,41,URBAN,40793,1,IDBI_60,Muslim,0
128340146,685302146,NEW,MALE,S,GRADUATE,41,RURAL,41212,1,IDBI_41,Hindu,1
128340147,685302147,ENH,MALE,E,PRIMARY,30,RURAL,42147,1,IDBI_41,Hindu,0
128340148,685302148,NEW,FEMALE,S,NONE,27,URBAN,40705,0,IDBI_97,Hindu,0
128345802,685302149,NEW,MALE,N,PRIMARY,55,URBAN,42963,0,IDBI_97,Hindu,0
128340150,685302150,ENH,MALE,S,SECONDARY,33,RURAL,42314,1,IDBI_46,Muslim,1
128340151,685302151,ENH,MALE,E,0,33,RURAL,41347,1,IDBI_69,Hindu,1
128340152,685302152,ENH,MALE,E,SECONDARY,54,RURAL,43235,0,IDBI_69,Hindu,1
128340153,685302153,ENH,FEMALE,N,PRIMARY,45,RURAL,38233,1,IDBI_42,Hindu,0
128340154,685302154,ENH,MALE,N,SECONDARY,57,RURAL,43271,0,IDBI_11,Hindu,1
128340155,685302155,NEW,FEMALE,W,PRIMARY,35,RURAL,42797,1,IDBI_11,Hindu,0
128340156,685302156,ENH,FEMALE,N,GRADUATE,27,RURAL,38743,0,IDBI_68,Hindu,0
128340157,685302157,ENH,FEMALE,N,GRADUATE,37,RURAL,39135,1,IDBI_47,Hindu,1
128340158,685302158,ENH,FEMALE,S,NONE,66,RURAL,40356,0,IDBI_3,Hindu,1
128340159,685302159,ENH,MALE,W,PRIMARY,64,RURAL,39699,0,IDBI_3,Muslim,1
128340160,685302160,ENH,FEMALE,S,NONE,34,RURAL,39077,0,IDBI_64,Muslim,0
128340161,685302161,NEW,FEMALE,W,0,37,URBAN,40210,0,IDBI_23,Hindu,0
128340162,685302162,ENH,FEMALE,S,PRIMARY,27,RURAL,40144,0,IDBI_27,Hindu,0
128340163,685302163,NEW,MALE,N,GRADUATE,60,RURAL,39968,0,IDBI_65,Hindu,0
128340164,685302164,ENH,MALE,S,SECONDARY,44,RURAL,43255,1,IDBI_26,Muslim,0
128340165,685302165,NEW,MALE,W,NONE,45,RURAL,40127,0,IDBI_27,Muslim,0
128340166,685302166,NEW,MALE,S,GRADUATE,31,RURAL,43201,0,IDBI_27,Hindu,0
128340167,685302167,ENH,MALE,E,NONE,28,RURAL,42367,1,IDBI_16,Hindu,1
128340168,685302168,NEW,MALE,N,SECONDARY,56,RURAL,42370,1,IDBI_16,Hindu,0
128340169,685302169,ENH,FEMALE,N,SECONDARY,45,RURAL,41214,0,IDBI_72,Hindu,1
128340170,685302170,NEW,MALE,E,GRADUATE,45,URBAN,41290,1,IDBI_94,Hindu,0
128340171,685302171,ENH,FEMALE,S,PRIMARY,47,URBAN,41952,0,IDBI_15,Hindu,0
128340172,685302172,NEW,MALE,W,PRIMARY,60,URBAN,38687,0,IDBI_15,Muslim,1
128340173,685302173,ENH,FEMALE,N,SECONDARY,62,URBAN,40981,0,IDBI_20,Muslim,0
128340174,685302174,ENH,MALE,N,GRADUATE,27,URBAN,38988,0,IDBI_20,Hindu,1
128340175,685302175,NEW,MALE,S,SECONDARY,53,RURAL,41463,0,IDBI_23,Hindu,1
128340176,685302176,ENH,MALE,E,GRADUATE,31,RURAL,42329,0,IDBI_23,Hindu,1
128340177,685302177,ENH,MALE,E,GRADUATE,52,RURAL,38830,0,IDBI_95,Hindu,1
128340178,685302178,NEW,FEMALE,S,PRIMARY,63,RURAL,39092,1,IDBI_95,Hindu,0
128340179,685302179,ENH,FEMALE,S,NONE,63,RURAL,39184,1,IDBI_53,Hindu,1
128340180,685302180,ENH,MALE,N,GRADUATE,27,RURAL,40158,1,IDBI_53,Hindu,1
128340181,685302181,NEW,FEMALE,N,GRADUATE,55,RURAL,39230,0,IDBI_51,Muslim,0
128340182,685302182,ENH,FEMALE,S,NONE,54,RURAL,43103,0,IDBI_51,Muslim,0
128340183,685302183,ENH,FEMALE,E,NONE,46,RURAL,38705,1,IDBI_77,Hindu,1
128340184,685302184,ENH,MALE,N,PRIMARY,34,RURAL,42324,1,IDBI_77,Muslim,1
128340185,685302185,ENH,FEMALE,E,NONE,27,RURAL,38203,1,IDBI_83,Hindu,1
128340186,685302186,ENH,MALE,S,SECONDARY,39,RURAL,38302,1,IDBI_83,Hindu,1
128340187,685302187,NEW,MALE,N,SECONDARY,67,URBAN,43270,0,IDBI_65,Hindu,0
128340188,685302188,ENH,MALE,W,GRADUATE,28,URBAN,43151,0,IDBI_65,Muslim,1
128340189,685302189,ENH,MALE,W,PRIMARY,27,URBAN,38501,1,IDBI_41,Hindu,1
128340190,685302190,ENH,FEMALE,S,PRIMARY,49,URBAN,38666,0,IDBI_18,Hindu,0
128340191,685302191,NEW,FEMALE,N,PRIMARY,57,URBAN,40770,1,IDBI_18,Hindu,0
128340192,685302192,ENH,MALE,N,PRIMARY,55,RURAL,41879,1,IDBI_15,Hindu,1
128349895,685302193,NEW,MALE,S,SECONDARY,30,RURAL,42984,0,IDBI_16,Muslim,0
128340194,685302194,NEW,FEMALE,N,SECONDARY,56,RURAL,42399,0,IDBI_16,Muslim,1
128340195,685302195,ENH,MALE,N,NONE,27,RURAL,38428,0,IDBI_84,Hindu,1
128340196,685302196,NEW,MALE,E,SECONDARY,48,RURAL,40954,1,IDBI_34,Hindu,1
128340197,685302197,NEW,MALE,W,SECONDARY,55,RURAL,41147,0,IDBI_34,Muslim,1
128340198,685302198,ENH,FEMALE,S,SECONDARY,39,URBAN,42737,1,IDBI_27,Hindu,0
128340199,685302199,NEW,MALE,N,NONE,35,URBAN,40708,1,IDBI_27,Muslim,1
128340200,685302200,NEW,MALE,S,NONE,52,RURAL,43320,0,IDBI_48,Hindu,0
128340201,685302201,NEW,MALE,S,NONE,40,RURAL,42809,1,IDBI_48,Muslim,0
128340202,685302202,ENH,FEMALE,S,PRIMARY,52,URBAN,40231,0,IDBI_52,Hindu,1
128340203,685302203,ENH,MALE,W,PRIMARY,37,URBAN,39374,1,IDBI_52,Hindu,0
128340204,685302204,ENH,MALE,N,GRADUATE,63,RURAL,41551,0,IDBI_78,Muslim,1
128340205,685302205,ENH,FEMALE,N,NONE,40,RURAL,40516,0,IDBI_78,Hindu,1
128340206,685302206,ENH,MALE,W,NONE,41,URBAN,43370,1,IDBI_1,Hindu,0
128340207,685302207,ENH,FEMALE,W,NONE,63,URBAN,42871,1,IDBI_83,Hindu,0
128340208,685302208,NEW,MALE,N,GRADUATE,39,URBAN,39611,1,IDBI_38,Muslim,1
128340209,685302209,NEW,FEMALE,E,SECONDARY,43,RURAL,39324,1,IDBI_38,Hindu,1
128340210,685302210,ENH,FEMALE,W,PRIMARY,63,RURAL,42254,0,IDBI_45,Hindu,0
128340211,685302211,NEW,MALE,N,GRADUATE,57,RURAL,38832,1,IDBI_45,Muslim,0
128340212,685302212,ENH,MALE,S,PRIMARY,57,RURAL,39409,0,IDBI_38,Hindu,1
128340213,685302213,NEW,FEMALE,N,GRADUATE,45,RURAL,40691,0,IDBI_38,Muslim,0
128340214,685302214,NEW,FEMALE,W,NONE,41,RURAL,39875,0,IDBI_53,Muslim,1
128340215,685302215,NEW,FEMALE,S,GRADUATE,59,RURAL,41474,1,IDBI_14,Hindu,1
128340216,685302216,NEW,MALE,N,GRADUATE,47,RURAL,42955,1,IDBI_14,Hindu,1
128340217,685302217,NEW,MALE,S,GRADUATE,65,RURAL,38818,1,IDBI_78,Muslim,0
128340218,685302218,ENH,FEMALE,E,GRADUATE,28,RURAL,38598,1,IDBI_78,Muslim,0
128340219,685302219,ENH,FEMALE,S,NONE,63,RURAL,38914,1,IDBI_59,Hindu,1
128340220,685302220,ENH,MALE,N,SECONDARY,30,URBAN,40465,1,IDBI_5,Hindu,1
128340221,685302221,ENH,MALE,S,PRIMARY,45,RURAL,42901,0,IDBI_39,Hindu,0
128340222,685302222,NEW,FEMALE,W,NONE,56,RURAL,41877,0,IDBI_39,Muslim,0
128340485,685302223,ENH,MALE,E,SECONDARY,54,RURAL,39357,1,IDBI_77,Hindu,1
128340224,685302224,ENH,FEMALE,W,0,35,RURAL,39124,0,IDBI_77,Hindu,1
128340225,685302225,ENH,FEMALE,E,SECONDARY,35,RURAL,38139,1,IDBI_92,Hindu,1
128346866,685302226,NEW,MALE,W,SECONDARY,40,RURAL,38912,0,IDBI_92,Muslim,0
128340227,685302227,NEW,MALE,S,PRIMARY,65,URBAN,39034,1,IDBI_62,Hindu,1
128340228,685302228,NEW,FEMALE,N,SECONDARY,38,URBAN,42425,1,IDBI_62,Hindu,0
128340229,685302229,NEW,FEMALE,S,SECONDARY,54,URBAN,41429,1,IDBI_18,Hindu,1
128340230,685302230,NEW,MALE,S,GRADUATE,27,URBAN,39580,0,IDBI_48,Hindu,0
128340231,685302231,NEW,MALE,E,GRADUATE,50,RURAL,38665,1,IDBI_54,Hindu,1
128340232,685302232,ENH,FEMALE,E,NONE,48,RURAL,41954,0,IDBI_59,Hindu,0
128340233,685302233,ENH,FEMALE,W,NONE,54,RURAL,43463,0,IDBI_16,Hindu,1
128340234,685302234,ENH,MALE,S,GRADUATE,68,RURAL,38145,0,IDBI_16,Hindu,1
128340235,685302235,ENH,FEMALE,W,PRIMARY,38,RURAL,42559,0,IDBI_21,Muslim,0
128340236,685302236,ENH,MALE,E,PRIMARY,34,RURAL,41051,0,IDBI_21,Muslim,0
128340237,685302237,NEW,FEMALE,N,GRADUATE,38,URBAN,42148,0,IDBI_7,Hindu,0
128340238,685302238,ENH,MALE,E,GRADUATE,44,URBAN,42530,0,IDBI_49,Hindu,1
128340239,685302239,ENH,MALE,S,PRIMARY,64,RURAL,39642,1,IDBI_87,Hindu,1
128340240,685302240,NEW,FEMALE,N,GRADUATE,48,URBAN,40267,1,IDBI_31,Hindu,1
128340241,685302241,ENH,MALE,N,SECONDARY,31,RURAL,42252,0,IDBI_12,Muslim,0
128340242,685302242,NEW,FEMALE,W,GRADUATE,67,RURAL,39741,0,IDBI_79,Hindu,1
128340243,685302243,ENH,FEMALE,E,SECONDARY,31,RURAL,38514,0,IDBI_76,Hindu,0
128340244,685302244,NEW,MALE,N,GRADUATE,36,RURAL,41269,1,IDBI_76,Hindu,1
128340245,685302245,ENH,FEMALE,E,0,40,URBAN,40910,1,IDBI_58,Hindu,1
128340246,685302246,NEW,FEMALE,E,PRIMARY,52,URBAN,39197,1,IDBI_58,Hindu,0
128340247,685302247,ENH,FEMALE,N,GRADUATE,49,URBAN,40552,0,IDBI_89,Hindu,1
128340248,685302248,NEW,FEMALE,W,NONE,37,URBAN,42799,1,IDBI_89,Hindu,0
128340249,685302249,ENH,MALE,W,PRIMARY,41,RURAL,38346,1,IDBI_19,Hindu,0
128340250,685302250,NEW,MALE,S,SECONDARY,43,URBAN,42593,0,IDBI_63,Muslim,0
128340251,685302251,NEW,MALE,S,GRADUATE,61,URBAN,39737,0,IDBI_63,Hindu,1
128340252,685302252,NEW,MALE,E,SECONDARY,46,RURAL,39626,0,IDBI_67,Hindu,1
128340253,685302253,NEW,MALE,W,NONE,40,URBAN,39153,0,IDBI_66,Hindu,1
128340254,685302254,ENH,FEMALE,E,PRIMARY,61,URBAN,39802,1,IDBI_66,Hindu,1
128340255,685302255,NEW,FEMALE,W,SECONDARY,43,RURAL,43378,0,IDBI_47,Muslim,0
128340256,685302256,ENH,MALE,N,GRADUATE,67,RURAL,43391,0,IDBI_47,Muslim,0
128340257,685302257,ENH,FEMALE,E,PRIMARY,53,RURAL,38558,0,IDBI_74,Hindu,1
128340258,685302258,NEW,MALE,S,PRIMARY,33,URBAN,40734,1,IDBI_77,Hindu,0
128340259,685302259,NEW,MALE,N,GRADUATE,44,RURAL,39663,0,IDBI_18,Hindu,0
128340260,685302260,NEW,FEMALE,S,NONE,44,URBAN,38518,0,IDBI_47,Hindu,0
128340261,685302261,ENH,FEMALE,W,PRIMARY,28,URBAN,41503,1,IDBI_47,Hindu,1
128340262,685302262,ENH,FEMALE,N,GRADUATE,29,URBAN,40712,0,IDBI_9,Hindu,1
128340263,685302263,ENH,FEMALE,E,GRADUATE,51,URBAN,39765,0,IDBI_9,Hindu,1
128340264,685302264,NEW,MALE,N,SECONDARY,31,RURAL,38686,0,IDBI_100,Hindu,0
128340265,685302265,ENH,FEMALE,S,PRIMARY,56,RURAL,39286,1,IDBI_82,Muslim,1
128340266,685302266,ENH,FEMALE,W,PRIMARY,28,RURAL,38050,1,IDBI_73,Hindu,0
128340267,685302267,ENH,FEMALE,E,PRIMARY,41,RURAL,43125,1,IDBI_73,Hindu,1
128340268,685302268,ENH,FEMALE,W,GRADUATE,40,URBAN,43372,0,IDBI_9,Hindu,0
128340269,685302269,NEW,FEMALE,W,GRADUATE,44,URBAN,43404,1,IDBI_9,Hindu,0
128340270,685302270,ENH,FEMALE,E,NONE,65,RURAL,39312,0,IDBI_97,Muslim,1
